x,y,default,region
2.3299718,20.018814,0,Karnataka
-18.083122,-19.874788,0,AP
15.913251,15.845527,0,AP
-4.9712934,-17.781002,0,Maharashtra
7.0972996,-2.4036503,0,MP
17.649427,32.031086,0,Punjab
-9.3411665,-25.655058,0,Gujarat
14.922962,31.135807,0,Karnataka
-3.695733,-2.8159466,0,MP
-1.6831329,-11.637989,0,UP
0.33668774,12.258472,0,UP
13.149429,-14.907898,0,UP
9.736331,20.192741,0,Maharashtra
-12.545177,-8.534823,0,Gujarat
-11.551633,-10.287166,0,UP
-19.673004,-5.581308,0,MP
11.63816,-2.5368435,0,UP
-9.007812,-0.69522965,0,Karnataka
-11.059577,-22.541403,0,Punjab
9.114224,16.174273,0,Maharashtra
16.787006,-3.0162556,1,Gujarat
-9.323029,17.458008,0,AP
7.759855,22.077356,0,Karnataka
6.5875154,9.859916,0,MP
8.509836,2.639917,0,UP
-9.475083,1.6589574,0,MP
-14.190109,-16.349781,0,UP
7.184531,15.814305,0,MP
10.228349,14.220035,0,AP
14.804896,16.770065,0,Karnataka
0.2772386,-3.4618418,0,MP
2.6398604,22.023115,0,MP
15.529352,14.108888,0,AP
-6.574646,-5.7894,1,AP
-13.120632,0.82328767,0,Maharashtra
0.82288593,-22.633543,0,WB
11.293508,-3.9221466,0,Gujarat
-8.57984,14.529207,0,Karnataka
8.303315,22.393469,0,Karnataka
-2.6590726,-9.780451,0,Punjab
1.2669122,-8.988065,0,AP
-0.39973938,3.2090604,0,UP
1.1663476,8.153494,1,AP
8.21438,16.49951,1,MP
-17.145008,-1.4924834,0,AP
-2.4091344,-11.812627,0,WB
2.0089636,-6.4289246,0,AP
8.484722,-14.646331,0,Punjab
9.341971,-3.0954654,0,Gujarat
-1.049818,11.895522,0,AP
-0.2353544,-17.752834,0,UP
2.8262916,25.318508,0,Karnataka
1.4414395,-2.041469,1,Karnataka
-16.477861,-19.811413,0,Gujarat
-13.27183,-15.992943,0,AP
5.380162,-2.6364238,0,Maharashtra
3.1928196,19.379137,0,MP
13.170117,9.163495,0,MP
5.4848714,17.44488,0,Karnataka
-8.8521805,-25.105764,0,Punjab
16.47026,17.226488,1,Maharashtra
-2.6762142,-5.861226,0,UP
6.4552093,6.8565917,0,Maharashtra
-8.222151,-9.192097,0,AP
-1.8937004,-9.067905,0,Karnataka
16.16169,30.093782,1,AP
-18.211262,-15.442825,0,UP
-2.6837406,-4.714179,1,AP
-15.363059,-21.161913,0,Punjab
-5.0603795,-8.99839,0,Maharashtra
5.0133095,20.674124,1,MP
6.294354,22.06638,0,MP
-1.2985407,15.462985,1,AP
6.78654,20.663532,1,MP
12.22816,-0.956565,0,Karnataka
-9.658182,-20.835274,0,Punjab
3.1030889,25.244417,0,Karnataka
1.6949971,-1.9706552,0,AP
2.8084831,-14.374325,0,Gujarat
8.3965,23.702206,1,AP
10.591844,-1.9281745,0,Karnataka
-4.4694853,-9.891989,0,UP
-13.005894,2.3511035,0,AP
-16.511806,-7.426242,0,Punjab
-9.966479,-24.979357,1,Gujarat
-7.9988723,6.7797256,0,UP
2.6153092,-9.662422,0,Karnataka
8.197353,13.236479,0,Maharashtra
-8.2003355,-19.304373,0,Karnataka
-8.320861,-21.60893,0,UP
-0.41618183,3.1988075,0,UP
8.5483265,-14.705487,0,UP
10.089342,-10.600724,0,Gujarat
4.333416,-11.806494,0,Punjab
6.5542145,-17.61647,1,WB
5.639131,-8.602438,0,Karnataka
9.6128645,8.20783,0,Maharashtra
-3.0088792,-14.584114,0,WB
16.723867,31.592602,0,UP
18.262394,32.46696,0,UP
12.522079,-7.2379866,0,Gujarat
-4.139928,0.035312485,0,Karnataka
-17.14827,-14.723166,0,Gujarat
2.8270621,23.938957,0,MP
-1.4842346,-3.1196368,0,AP
-3.6321073,-22.661135,0,AP
-8.139151,-4.6667953,0,Maharashtra
-3.335932,11.628824,0,AP
8.102885,25.478758,1,MP
4.66049,9.0241375,0,Gujarat
2.0792093,-22.715479,0,UP
-3.21605,-1.2847446,0,Maharashtra
7.4564424,-12.575994,1,Maharashtra
2.7537243,-20.000673,1,WB
16.022161,32.436207,1,Maharashtra
11.336013,-7.924544,0,Karnataka
14.400128,10.877531,0,Maharashtra
-8.549912,-4.46606,0,Maharashtra
8.309605,19.395567,0,Karnataka
-15.438123,2.2639644,0,Punjab
18.582312,32.67191,1,UP
-0.7496233,24.017765,0,AP
4.661454,-9.412056,0,Gujarat
0.47894242,-9.951812,0,Gujarat
-3.5968547,16.085545,0,Karnataka
-2.7722692,-7.8196507,0,Maharashtra
-17.639753,-13.156102,0,AP
-4.766588,-7.4901013,0,WB
2.1747093,18.82774,0,MP
-4.8961153,-2.698557,0,WB
15.767072,11.936352,0,Karnataka
-3.3453858,-7.07672,0,UP
-7.5025573,-1.6622311,0,Karnataka
1.8474671,0.049944934,1,AP
-12.568252,-5.837424,0,MP
-7.03519,17.892467,0,Maharashtra
-2.0239742,11.344907,0,UP
-8.815684,2.3569167,0,Maharashtra
-10.315054,-23.635612,0,Punjab
13.236383,7.336875,0,AP
-14.070892,-23.553541,0,WB
-14.32852,-23.852362,0,Punjab
-3.316752,-9.509566,0,WB
8.621734,7.776754,0,AP
6.1806655,-19.600672,0,Punjab
5.421848,-14.595549,1,AP
-15.096315,-22.222702,0,Punjab
-6.7462964,-2.8635764,0,MP
-14.853368,-21.555214,0,Punjab
2.6344113,17.24727,0,MP
12.680245,10.455714,0,AP
-18.699286,-1.5628692,0,Maharashtra
-13.198656,-21.548655,0,Punjab
-12.284005,-15.44097,0,WB
-14.696599,-3.824746,0,Punjab
0.7004609,-9.818177,0,UP
-3.0803196,16.57765,0,UP
6.267237,-11.516915,0,Karnataka
9.570441,8.319569,0,Maharashtra
-8.306069,-1.1969883,0,Maharashtra
-12.56302,-21.515875,0,WB
3.9691658,16.287027,0,Gujarat
-19.152292,-14.995941,0,Punjab
-12.446577,-23.197552,1,Punjab
-8.242887,-7.587944,0,WB
-1.4041333,-12.539266,0,WB
-0.5941009,-7.916975,0,UP
-6.151054,-4.0146055,0,UP
-8.783179,-14.802643,0,AP
4.599554,23.814974,0,Karnataka
4.9488845,15.202475,0,AP
-6.9938006,17.352474,0,Karnataka
8.630639,-6.4915957,0,Punjab
-19.214796,-4.2078395,0,UP
-19.85583,-4.010589,0,Maharashtra
-3.6036487,1.3931714,0,Karnataka
12.077277,-17.441982,0,Punjab
16.477512,32.511604,0,MP
-15.564342,-5.093845,0,UP
-1.5186386,10.270614,0,AP
7.602669,-12.895099,0,Punjab
15.580851,12.143055,0,Karnataka
3.163833,12.247418,0,Maharashtra
12.0554085,13.100654,0,Karnataka
11.635043,10.665788,0,Maharashtra
-6.5632434,-2.7852564,0,Karnataka
5.7768974,13.998515,0,Maharashtra
17.367064,12.910066,1,Maharashtra
14.840421,13.128501,1,Gujarat
-7.487502,0.44265425,0,AP
-11.73546,-21.048735,0,Punjab
-7.2607517,1.1005613,0,MP
-8.699304,10.254223,0,Gujarat
15.53044,33.45811,0,AP
-17.650358,-6.5605884,0,MP
-10.047888,-15.297706,0,WB
-7.587947,-17.759195,0,UP
-7.457745,8.977313,0,Maharashtra
-1.034555,-5.450701,0,AP
-11.039044,-6.354685,0,WB
-9.705144,-20.35104,0,AP
-2.1117065,12.899539,0,Gujarat
-10.382102,4.983356,0,AP
1.6056304,-11.907679,0,Karnataka
-7.1861596,-7.029621,0,WB
2.821391,8.795151,1,Maharashtra
-8.814452,14.681418,0,AP
-4.031405,-15.80902,0,WB
-16.179098,-15.860517,0,WB
1.510408,-9.146083,0,AP
-8.528223,-9.546349,0,UP
-4.082653,9.866413,0,UP
16.177504,15.034104,0,AP
-2.3285935,13.1154375,0,Maharashtra
-0.031683944,-15.288069,1,WB
-7.872017,7.3596506,0,AP
-0.35726136,9.088816,0,Maharashtra
6.370527,4.868997,0,Karnataka
0.9728279,-22.349377,0,WB
-0.32134253,-19.984976,0,WB
-6.1656055,-25.4648,0,Punjab
4.8861575,-17.101532,0,UP
-14.914559,-21.321672,0,UP
13.800871,14.850437,0,Karnataka
-19.163136,-21.171207,0,Punjab
-0.39400098,-3.153392,0,Gujarat
-4.076302,-8.3307085,0,WB
4.606228,19.335197,0,MP
-9.259194,1.8305694,0,Karnataka
-1.3993379,-3.2688868,0,MP
3.5491526,4.492923,0,WB
15.341994,-9.570608,0,AP
1.5466061,-12.324149,0,Karnataka
13.938758,-16.71986,0,Punjab
14.116414,13.831506,0,Karnataka
-1.5646466,18.202793,0,AP
-4.6049595,-1.0064603,0,MP
11.159386,-3.9080598,1,Karnataka
-1.6303271,22.593409,0,MP
15.517615,11.955386,0,Gujarat
1.0160328,3.1434102,0,WB
15.826796,33.262184,0,AP
-2.9790413,-21.670124,0,Punjab
-14.823645,-17.041508,0,Punjab
-20.459639,-4.26776,0,MP
12.318575,5.8920736,1,MP
-11.097559,-11.880639,0,AP
-14.904854,-12.805793,0,Punjab
-5.9586425,14.187497,0,MP
10.013751,-5.582933,0,AP
4.9253197,26.336214,0,MP
-0.08335171,-0.58294207,1,Karnataka
-5.180436,18.891308,1,Maharashtra
-1.2698352,-13.769847,0,WB
-0.033198405,-10.899604,0,Maharashtra
1.7733309,16.077433,0,Karnataka
8.860152,-6.2237377,1,Gujarat
4.7121124,23.629585,0,MP
7.8184204,20.500435,0,MP
-12.485376,-4.725387,0,Maharashtra
-5.177594,-14.370313,0,WB
10.174689,21.093857,1,Karnataka
-9.217068,-0.49848083,0,UP
-10.958751,5.662738,0,Gujarat
-10.721227,-6.7338777,0,Punjab
9.29715,-2.2055337,0,Gujarat
4.619571,-7.404965,0,AP
3.4041955,8.153321,1,Maharashtra
15.369246,30.641722,0,Maharashtra
-18.01285,0.52418995,1,Maharashtra
1.453097,8.789153,0,AP
-3.4107537,-20.997175,0,Gujarat
0.020224372,17.381,0,Gujarat
-8.101255,8.146845,0,AP
-4.560121,7.102446,1,WB
9.058043,22.221481,0,MP
-1.8344647,5.3815536,0,Gujarat
1.3817791,-11.924938,0,Karnataka
3.7449574,6.904633,0,WB
-13.680733,-10.213215,0,Punjab
13.599649,-11.456452,0,Karnataka
15.538464,1.8230021,1,Gujarat
-5.692879,4.072942,0,Maharashtra
0.19580352,21.266209,0,MP
-4.022158,17.628178,0,MP
1.7002687,-17.073921,0,Maharashtra
-7.631838,20.285227,0,UP
-11.167834,0.18716817,0,Gujarat
6.297159,17.02021,0,MP
-4.8218703,-14.429564,0,UP
-13.369654,-17.273075,0,WB
7.714779,-0.25316513,0,AP
-11.602716,-10.310391,0,Gujarat
13.790821,18.297972,0,AP
-2.7855077,8.689933,0,Gujarat
1.6019433,19.829023,0,Gujarat
6.1000185,23.981594,0,MP
7.4552584,21.231625,0,MP
-7.2880344,3.1312492,0,Gujarat
15.435556,7.1078525,0,Gujarat
-8.318467,-24.620981,0,Punjab
3.2285917,-8.498389,0,MP
13.027145,15.993333,1,Karnataka
4.0728064,-7.6878614,0,UP
12.053916,16.994009,0,UP
-2.2158077,-15.305052,0,Punjab
-15.136103,-11.029941,0,WB
-12.89395,5.9516826,0,Maharashtra
-6.180152,-8.031337,1,WB
-10.324304,-14.468994,0,WB
-2.5324724,21.49013,0,Maharashtra
-7.1236787,-14.740824,0,WB
-20.098392,-17.587889,0,Punjab
8.723017,3.4993806,0,Gujarat
-8.4055195,-11.714237,0,WB
0.45033625,11.508273,0,AP
-16.280651,-18.18733,1,Punjab
-12.10717,-23.009928,0,Punjab
2.2684493,-11.33371,0,Gujarat
-10.464285,-16.965485,0,WB
0.4704774,17.905293,0,Gujarat
-9.104577,-0.46309486,0,Punjab
9.706562,20.50164,0,Karnataka
15.647958,-14.744438,0,WB
5.0127177,-0.47182897,0,Punjab
-12.578488,11.93728,0,Karnataka
2.5045924,11.634566,0,UP
7.4778924,14.043136,1,MP
3.6085043,12.857058,1,MP
8.40142,-9.951242,0,UP
-6.134492,-16.395857,0,WB
-10.848421,-7.2378483,1,AP
-13.667742,-14.888249,0,WB
-7.191335,-13.827265,0,Punjab
11.858992,-9.545167,0,MP
-12.45641,-19.872017,0,UP
-11.748339,-25.880312,0,Punjab
18.429087,33.727943,0,AP
-5.696563,-4.5850277,0,WB
-3.7420273,-1.1611017,0,Gujarat
-15.213596,-8.444527,0,Punjab
-2.0900383,5.57138,0,WB
-13.023586,-25.598696,1,Punjab
-17.7193,-17.107538,0,UP
6.2715898,-16.885445,0,UP
15.445846,32.707027,0,Maharashtra
4.6855845,-8.175152,0,AP
16.805202,-7.1502995,1,Punjab
0.03667845,13.784774,0,MP
-5.134276,-15.682648,1,UP
-2.5505686,-23.735039,0,Punjab
-5.763349,-18.413979,0,Punjab
-1.5655965,6.805447,0,UP
-11.706988,11.270105,0,Gujarat
15.227218,2.4302337,0,MP
-9.595112,-26.365744,0,Punjab
-3.6012673,1.2906588,0,AP
-17.274826,-21.15553,0,Punjab
-2.2091336,22.175243,0,AP
-6.0119786,1.7989371,0,AP
9.51096,-18.519878,0,Punjab
-7.0271053,5.838657,0,WB
10.151785,13.911391,1,Karnataka
-10.551172,-1.4702632,0,Maharashtra
-7.9818244,-20.360098,0,Punjab
18.961983,15.43809,0,MP
-3.5448658,-23.841385,0,Punjab
6.5591435,23.478283,0,Karnataka
-16.652544,-14.479681,0,WB
1.1559604,-8.859008,0,UP
5.184646,20.879732,1,Karnataka
2.6475596,14.131759,0,Karnataka
11.951106,-12.583263,1,UP
-3.9510732,-6.083708,0,UP
-5.540521,1.649168,1,MP
15.430117,7.116301,1,Maharashtra
16.127375,-6.730154,1,AP
9.7958975,-14.278743,0,Maharashtra
17.287264,32.102276,1,Maharashtra
1.7816123,13.257055,0,Karnataka
-3.0527613,-20.84978,0,Maharashtra
11.254318,-6.14815,0,Gujarat
-2.3530443,21.216257,0,MP
4.5402527,-5.950949,0,Gujarat
-6.0390315,-7.8636665,0,WB
-13.25523,-5.6882615,0,UP
-1.4954956,10.093441,0,AP
4.136981,17.578274,0,MP
-3.4013674,-21.219723,0,Punjab
1.7726369,-1.9137206,0,MP
12.31332,-7.091537,0,Karnataka
6.9972353,-3.594975,0,Punjab
-4.1890507,-3.8884437,1,UP
15.4393425,30.346169,0,MP
-17.03088,-16.707256,0,WB
9.8985,12.41973,1,Karnataka
0.11969213,4.6701126,0,UP
-0.3050558,-6.8119545,0,Punjab
7.1844206,23.195986,0,Maharashtra
6.205861,14.234799,0,Gujarat
3.2778265,-6.653994,0,MP
-3.842843,-13.31659,0,UP
3.7795672,13.035517,0,Maharashtra
-14.841137,-15.5317135,0,WB
14.250746,15.381272,0,Gujarat
-0.18280292,-10.895947,0,AP
-0.8128378,19.072802,0,MP
-12.870198,6.006241,0,AP
4.951589,-10.92806,0,Punjab
0.36576805,4.388011,0,Punjab
18.230627,17.84757,0,Karnataka
7.250776,-10.551369,0,Gujarat
-16.374105,-14.44752,0,WB
15.093475,9.891885,1,Gujarat
8.616654,16.592476,0,Karnataka
2.1932461,22.594551,0,Maharashtra
9.486669,11.8209095,0,AP
7.2751584,-6.738375,0,Gujarat
16.231346,31.214542,0,AP
-3.666024,-10.917725,0,WB
9.663199,9.952047,1,Karnataka
-3.9960632,19.194214,0,AP
12.152714,16.810091,0,Maharashtra
0.09199432,-8.022483,0,AP
12.311586,10.650363,0,Karnataka
-1.0170832,-17.412176,0,Punjab
-17.996132,0.5868775,0,AP
-2.932161,-4.8366847,0,AP
10.547598,-2.9228053,0,Karnataka
-14.84859,-18.978165,1,Punjab
-17.759571,-9.174618,0,Punjab
9.300738,12.653875,0,AP
8.402955,22.43161,1,AP
-1.2504188,-23.662838,0,UP
-14.277748,-12.978719,0,UP
13.177738,-6.063895,0,Karnataka
10.544116,-2.8732405,0,Karnataka
7.8052235,18.843273,1,MP
9.46429,2.8180015,0,Maharashtra
-19.707096,-13.536681,0,UP
1.8160164,3.972102,0,UP
-1.2586919,8.300414,0,Maharashtra
17.440447,33.406395,1,Gujarat
-0.6284635,-15.332374,0,Punjab
-15.666107,2.6381464,0,MP
-9.913786,4.759345,0,UP
-18.6469,-12.661031,0,WB
-10.522178,-20.5138,0,WB
-7.680306,-4.7232037,0,UP
-7.7405605,-5.800565,0,AP
-18.243975,-19.899656,0,UP
5.8265514,-15.349727,0,Gujarat
-11.81002,9.615923,0,AP
-7.2194233,1.487923,0,Maharashtra
15.745696,33.38974,0,WB
16.560087,17.471802,0,Karnataka
1.7101215,-15.918051,0,WB
16.902256,32.307106,0,Maharashtra
2.51949,13.90364,0,Karnataka
-9.964735,-12.288213,0,WB
3.9038363,15.6755905,1,Karnataka
0.086339176,-14.480983,0,Karnataka
-0.30914125,-8.062111,0,AP
8.68344,18.2497,0,Karnataka
-5.693843,-23.395155,0,Punjab
-2.7214336,-8.189888,0,UP
5.2409997,14.816829,0,Maharashtra
-18.079138,-14.141605,1,UP
-15.779096,12.289025,0,Karnataka
0.99352306,25.49486,1,UP
3.4394424,7.7680726,0,Gujarat
-10.236127,-22.136663,0,WB
-4.8762016,12.868193,0,Karnataka
-5.4692645,-16.07393,0,AP
11.11469,22.623535,0,Maharashtra
0.8530977,20.207102,0,Maharashtra
9.759913,15.694119,1,Maharashtra
6.504766,3.7054727,0,Maharashtra
-8.198842,-0.64681923,0,Karnataka
-7.5915627,14.410818,0,AP
-16.267256,7.7192183,0,Maharashtra
17.604706,8.980312,1,MP
-0.93529046,-3.1464927,0,AP
14.713784,11.302904,0,Karnataka
0.8742853,-5.589593,0,Punjab
-13.568102,-11.384675,0,Gujarat
-14.6236515,-5.8272147,0,Punjab
17.263083,33.44817,1,MP
2.001544,6.761973,0,UP
17.72822,19.249636,0,Karnataka
-11.646415,10.943696,0,Maharashtra
-10.305188,11.260164,1,Punjab
-2.6023092,-18.120218,0,WB
-5.8027925,-18.76416,0,Punjab
-0.4639392,4.345773,0,UP
-15.237868,-6.5626745,0,Maharashtra
6.565489,8.502657,0,Maharashtra
7.6022983,-16.965471,0,Gujarat
-15.384988,-13.974658,0,WB
13.102558,-4.4113984,0,AP
15.137389,-10.406857,1,UP
2.5546107,22.135878,1,Maharashtra
-14.406078,4.1177287,0,Maharashtra
16.434034,-6.9525905,0,Karnataka
0.8782234,-4.5077634,0,Gujarat
-3.5799673,4.0109215,0,AP
9.41481,24.248047,1,Maharashtra
-2.6211934,-8.366667,0,Gujarat
-12.597178,11.962078,0,AP
-13.16575,-2.4001489,0,WB
3.2890103,-1.9859339,0,Punjab
-15.814238,12.280872,0,MP
7.24501,-9.329171,0,Karnataka
-4.7932014,16.683714,1,UP
1.0330453,19.97251,0,MP
-5.072106,-7.2896605,0,WB
-8.531939,-11.245012,0,WB
-13.9145975,-18.818905,0,Punjab
-16.322002,-2.3468661,0,Maharashtra
3.1596014,-6.422805,0,AP
12.762387,-7.2846074,0,AP
9.166207,11.219486,0,Gujarat
-3.962204,21.531282,0,AP
1.4556073,-14.778462,0,UP
18.104261,17.172075,0,AP
2.4300773,-22.743097,0,Punjab
2.8582149,-14.175907,0,Gujarat
-8.247238,-10.760734,0,WB
9.925975,8.639648,0,WB
6.289795,-18.979061,1,Punjab
-12.129431,-7.46721,0,Punjab
9.560861,-18.787855,0,UP
-1.4985206,1.1151593,1,Gujarat
-2.1599357,4.909747,1,UP
17.484648,19.963924,0,MP
-12.055872,-19.726913,0,Punjab
17.978724,5.233213,0,MP
3.5287218,-9.205045,0,AP
11.899453,20.682482,0,Maharashtra
-16.283102,-20.411612,0,Punjab
-7.0166855,16.36982,0,MP
13.574673,7.801281,0,Karnataka
11.031759,19.389534,0,MP
9.364658,20.560686,0,Karnataka
1.867816,-0.45239112,1,Maharashtra
-7.6763687,20.280867,0,UP
-3.968121,4.5496387,0,Gujarat
0.67315435,7.315415,0,Gujarat
4.64142,-5.969442,0,Gujarat
-2.7461767,-16.666723,0,Punjab
17.370636,4.5020385,0,Gujarat
0.3918754,6.0918884,0,UP
-2.2276354,11.470216,0,Maharashtra
-4.4142323,-22.924887,0,WB
-12.502105,-4.7324624,0,Gujarat
-10.770178,-15.838784,0,WB
-13.201167,-6.2402577,0,Gujarat
5.3359694,4.258357,0,Maharashtra
3.779517,23.532295,0,Karnataka
8.925123,18.107706,1,Karnataka
-13.861077,-7.89681,0,Gujarat
-0.15143998,12.592084,0,WB
-16.602434,-2.2250445,0,AP
5.8281136,11.384589,1,Maharashtra
1.7291927,17.435724,0,Maharashtra
16.94866,3.8298836,0,MP
-10.052627,-5.2586913,0,Gujarat
6.008987,26.393421,0,Karnataka
6.7690334,3.8036208,0,Gujarat
15.306108,16.449825,0,Karnataka
-5.580373,8.304066,0,Gujarat
3.5757844,-8.170598,0,Karnataka
-8.346396,0.7607784,0,Maharashtra
13.87862,-9.809004,0,WB
0.37381306,20.558767,0,MP
17.28728,19.547077,1,Maharashtra
4.9929423,19.782927,0,AP
0.4923579,7.149217,0,AP
-2.146596,7.8086133,0,Karnataka
-3.843038,9.906547,0,UP
10.424494,4.426178,0,Punjab
1.9514232,15.867043,0,WB
2.2548993,-5.0541587,0,AP
2.5557253,0.6589787,0,AP
11.452746,-8.137365,0,Gujarat
3.6361463,9.807634,0,Karnataka
4.0791984,18.574677,0,MP
-12.029895,-3.2262719,0,WB
-10.992054,-5.8514,0,AP
3.323868,-14.2043085,0,AP
-16.389696,-13.832319,0,WB
-7.738589,-2.5291164,0,Punjab
18.094006,34.184395,0,Punjab
9.325388,-3.570785,0,MP
-9.330931,-12.274746,0,UP
-3.5207274,-10.981432,0,UP
6.2383537,-11.887794,0,Maharashtra
-8.676712,8.675004,0,Maharashtra
-10.8387985,0.4037905,0,MP
6.7341166,13.59039,0,WB
-7.318587,-8.846967,0,WB
8.497295,-3.0444536,0,AP
-7.1099644,2.6836758,0,MP
18.317183,12.563484,0,Gujarat
-9.281107,-21.588568,0,Punjab
3.5745351,10.673117,0,Gujarat
4.713535,-17.172644,0,WB
16.030903,33.916138,0,Punjab
10.232711,11.486894,0,Maharashtra
11.71091,22.613138,0,Maharashtra
-5.0919113,-12.891354,0,Punjab
-1.4153717,-6.3692894,0,WB
-15.494156,-16.907673,0,UP
-0.33255208,13.059466,0,Maharashtra
-2.402644,-2.7351394,0,UP
-14.721935,-15.228818,0,UP
8.980007,17.251678,0,Gujarat
10.973732,-17.477848,0,Punjab
-5.532235,-4.5054774,0,Gujarat
13.1079235,-11.050631,0,Gujarat
4.1690836,11.543765,0,AP
-11.78611,-25.781435,0,Punjab
-11.2637,-24.029806,1,UP
-3.5246906,-5.0768847,0,WB
-9.571975,-2.9711666,1,UP
7.129008,25.302147,0,MP
7.8829474,22.221228,0,Maharashtra
9.911107,-5.2498527,0,MP
2.73657,-13.725944,0,Maharashtra
9.078426,-14.759832,0,Punjab
-7.1175,-24.912888,0,Punjab
-11.735823,14.136201,0,MP
2.9932032,17.18622,1,MP
-8.941185,-25.264263,0,Punjab
13.598702,14.742927,0,Maharashtra
-15.987397,-17.759985,0,UP
-13.37967,-17.21485,0,UP
-12.359517,-13.309264,0,UP
10.554458,0.0067309933,1,Maharashtra
-3.371984,21.5912,0,Gujarat
14.244093,21.232918,0,MP
-19.926775,-11.989926,0,WB
-0.3568716,-1.7266663,0,Maharashtra
10.70519,18.03733,0,MP
-15.312703,-6.5309744,0,Punjab
3.5273216,-9.338001,0,UP
14.4893875,-11.0824795,0,UP
9.213917,-1.3956196,0,Maharashtra
-13.210727,-0.7648864,0,AP
7.297807,1.8657242,0,Gujarat
16.881857,9.942238,1,MP
12.365281,14.791007,0,MP
17.06666,30.674255,0,WB
1.9224751,8.975596,0,Maharashtra
1.4117726,10.21919,0,WB
12.085412,-12.353029,0,Gujarat
-13.088966,1.8242497,0,AP
-7.6916766,12.076107,0,AP
9.342381,-1.875625,1,AP
4.786062,9.441053,0,Maharashtra
7.139728,12.659869,0,UP
1.1146672,11.399343,0,UP
5.878366,-0.1156204,0,Maharashtra
-8.051626,-1.1860762,0,Gujarat
-18.50539,6.226529,0,Punjab
6.900647,11.45828,0,Maharashtra
-12.392283,4.040199,0,Gujarat
5.4192114,-8.689144,0,Karnataka
-12.689131,-12.811954,0,Maharashtra
7.124301,-6.859671,0,Karnataka
-7.8845835,-0.3562941,1,Karnataka
16.57261,33.353664,1,MP
-5.640571,9.25894,0,Punjab
6.9486227,-18.089605,1,WB
1.1343604,-21.896088,0,WB
-14.830252,-5.6072454,0,Gujarat
3.1123805,20.868118,0,MP
-13.024268,-25.229717,0,Punjab
-4.539821,-3.360873,0,AP
5.686066,13.239226,0,AP
-2.826189,-23.678192,0,Punjab
-13.165789,-9.982049,0,Maharashtra
-10.7939825,-13.684687,0,Gujarat
0.010581711,14.655002,0,UP
-6.8116684,2.435934,0,MP
-13.329428,-2.9527786,0,WB
7.317587,-9.682017,1,MP
3.2126577,-7.393502,0,Maharashtra
12.315411,17.941507,1,Karnataka
17.018251,9.550556,0,MP
-11.49072,-13.619274,0,Gujarat
-15.916085,0.8548851,0,UP
9.824985,23.882067,1,MP
5.404069,13.716221,0,AP
6.4234686,21.251118,0,Maharashtra
-15.385892,-19.923214,0,Punjab
-2.3508432,14.572671,0,Maharashtra
-5.0008407,-12.840397,0,Gujarat
1.2285632,12.566991,0,Gujarat
-14.1672325,-4.710522,0,WB
-4.2874565,-4.2944393,0,UP
8.121711,13.109471,0,Karnataka
10.091843,-12.00009,1,Maharashtra
9.642216,-12.3648815,0,Punjab
-9.70359,-18.045956,0,Maharashtra
-0.45117483,21.522509,0,Karnataka
-9.440192,8.180575,0,UP
-11.204968,-4.3374233,0,AP
16.710222,18.554964,0,Karnataka
-5.298407,8.212371,0,Punjab
10.472101,6.8729687,0,Karnataka
-7.6553607,-5.43121,0,AP
9.173135,15.469946,0,Karnataka
-0.16976075,6.278982,0,UP
-1.655345,1.1801124,0,Punjab
2.548665,-19.422699,0,WB
-5.468961,20.951588,0,MP
7.0600896,18.10969,0,Karnataka
-3.7364373,-2.3804274,0,AP
3.1055105,20.883224,1,MP
-18.284897,-15.513408,1,Maharashtra
9.033874,8.728691,1,Gujarat
-14.44211,-9.808207,0,Gujarat
-3.4671836,12.178506,0,Punjab
-2.7064676,-0.27797398,0,UP
1.2949989,10.169791,0,UP
4.2952585,21.618187,1,Maharashtra
-17.230871,-22.846525,0,Punjab
-4.433575,-6.3361683,0,UP
-14.942072,-19.330708,0,Punjab
